0.5
NET n0 c4151 c0 ;
NET n1 c5597 c59909 ;
NET n2 c0 c5597 ;
NET n3 c42798 c38981 ;
NET n4 c56011 c54068 ;
NET n5 c57963 c1 ;
NET n6 c2 c11753 ;
NET n7 c1 c2 ;
NET n8 c54068 c2 ;
NET n9 c38981 c2 ;
NET n10 c8081 c12203 ;
NET n11 c20363 c58997 ;
NET n12 c20363 c38191 ;
NET n13 c20363 c28421 ;
NET n14 c2604 c4 ;
NET n15 c21897 c3 ;
NET n16 c32277 c5 ;
NET n17 c3 c12203 ;
NET n18 c3 c20363 ;
NET n19 c3 c64600 ;
NET n20 c3 c4 ;
NET n21 c3 c5 ;
NET n22 c37147 c6 ;
NET n23 c36352 c11789 ;
NET n24 c21822 c65025 ;
NET n25 c22826 c43606 ;
NET n26 c6 c21822 ;
NET n27 c11789 c21822 ;
NET n28 c43606 c21822 ;
NET n29 c8 c8291 ;
NET n30 c26000 c7 ;
NET n31 c52786 c32027 ;
NET n32 c32027 c8 ;
NET n33 c7 c8 ;
NET n34 c10 c66352 ;
NET n35 c11915 c47397 ;
NET n36 c34145 c40362 ;
NET n37 c31359 c9 ;
NET n38 c9 c10 ;
NET n39 c40362 c10 ;
NET n40 c47397 c10 ;
NET n41 c23737 c9858 ;
NET n42 c46783 c11 ;
NET n43 c14709 c12 ;
NET n44 c13 c32224 ;
NET n45 c12 c13 ;
NET n46 c11 c13 ;
NET n47 c9858 c13 ;
NET n48 c29063 c14 ;
NET n49 c28280 c25200 ;
NET n50 c8129 c59084 ;
NET n51 c14 c8129 ;
NET n52 c25200 c8129 ;
NET n53 c55230 c47901 ;
NET n54 c1284 c42383 ;
NET n55 c15 c7692 ;
NET n56 c15 c55239 ;
NET n57 c47901 c15 ;
NET n58 c42383 c15 ;
NET n59 c16 c11069 ;
NET n60 c62437 c63104 ;
NET n61 c63104 c16 ;
NET n62 c61723 c39415 ;
NET n63 c14022 c20280 ;
NET n64 c5295 c35411 ;
NET n65 c53540 c17 ;
NET n66 c17 c5295 ;
NET n67 c39415 c5295 ;
NET n68 c20280 c5295 ;
NET n69 c18 c46172 ;
NET n70 c18 c13141 ;
NET n71 c18 c18757 ;
NET n72 c60632 c43887 ;
NET n73 c43887 c18 ;
NET n74 c33289 c63114 ;
NET n75 c60114 c24237 ;
NET n76 c24237 c33289 ;
NET n77 c20 c772 ;
NET n78 c20 c56788 ;
NET n79 c20 c43125 ;
NET n80 c20 c51766 ;
NET n81 c20 c38633 ;
NET n82 c61827 c19 ;
NET n83 c19 c20 ;
NET n84 c36217 c21 ;
NET n85 c22 c63574 ;
NET n86 c21 c22 ;
NET n87 c23 c623 ;
NET n88 c23 c5811 ;
NET n89 c6031 c62098 ;
NET n90 c62098 c23 ;
NET n91 c51809 c24 ;
NET n92 c15613 c25292 ;
NET n93 c25 c17608 ;
NET n94 c25292 c25 ;
NET n95 c24 c25 ;
NET n96 c27 c44877 ;
NET n97 c33108 c26 ;
NET n98 c26 c27 ;
NET n99 c21640 c45692 ;
NET n100 c21640 c34170 ;
NET n101 c21640 c25184 ;
NET n102 c21640 c27935 ;
NET n103 c5264 c28 ;
NET n104 c28 c21640 ;
NET n105 c44229 c29 ;
NET n106 c173 c410 ;
NET n107 c30 c62220 ;
NET n108 c410 c30 ;
NET n109 c29 c30 ;
NET n110 c31 c18896 ;
NET n111 c31 c12054 ;
NET n112 c31 c25148 ;
NET n113 c48543 c15066 ;
NET n114 c15066 c31 ;
NET n115 c40251 c32 ;
NET n116 c23758 c33 ;
NET n117 c18054 c66247 ;
NET n118 c28079 c34 ;
NET n119 c34 c18054 ;
NET n120 c32 c18054 ;
NET n121 c33 c18054 ;
NET n122 c52079 c15150 ;
NET n123 c6672 c44144 ;
NET n124 c65557 c10760 ;
NET n125 c15150 c65557 ;
NET n126 c44144 c65557 ;
NET n127 c41750 c36 ;
NET n128 c15092 c29700 ;
NET n129 c43568 c35 ;
NET n130 c59483 c59879 ;
NET n131 c40249 c37 ;
NET n132 c36 c15092 ;
NET n133 c59879 c15092 ;
NET n134 c35 c15092 ;
NET n135 c37 c15092 ;
NET n136 c39 c63986 ;
NET n137 c48754 c38 ;
NET n138 c38 c39 ;
NET n139 c1662 c40 ;
NET n140 c26374 c36491 ;
NET n141 c26374 c13923 ;
NET n142 c26374 c57506 ;
NET n143 c40 c26374 ;
NET n144 c62331 c41 ;
NET n145 c64922 c42 ;
NET n146 c43 c37125 ;
NET n147 c44135 c52250 ;
NET n148 c42 c43 ;
NET n149 c41 c43 ;
NET n150 c52250 c43 ;
NET n151 c46 c23121 ;
NET n152 c57882 c45 ;
NET n153 c23257 c44 ;
NET n154 c44 c46 ;
NET n155 c45 c46 ;
NET n156 c47 c3131 ;
NET n157 c47 c8931 ;
NET n158 c47 c25360 ;
NET n159 c47 c34413 ;
NET n160 c8720 c31963 ;
NET n161 c31963 c47 ;
NET n162 c32841 c56137 ;
NET n163 c32841 c39770 ;
NET n164 c63501 c17739 ;
NET n165 c17739 c32841 ;
NET n166 c15104 c26670 ;
NET n167 c48503 c53974 ;
NET n168 c16812 c2725 ;
NET n169 c16812 c64466 ;
NET n170 c16812 c57574 ;
NET n171 c53974 c16812 ;
NET n172 c26670 c16812 ;
NET n173 c46962 c49 ;
NET n174 c22428 c48 ;
NET n175 c40870 c11857 ;
NET n176 c40870 c15881 ;
NET n177 c48 c40870 ;
NET n178 c49 c40870 ;
NET n179 c57896 c51 ;
NET n180 c51485 c50 ;
NET n181 c52806 c25188 ;
NET n182 c50 c52806 ;
NET n183 c51 c52806 ;
NET n184 c52 c54004 ;
NET n185 c52 c61041 ;
NET n186 c47094 c15636 ;
NET n187 c66103 c55547 ;
NET n188 c15636 c52 ;
NET n189 c55547 c52 ;
NET n190 c53040 c53 ;
NET n191 c54 c59945 ;
NET n192 c53 c54 ;
NET n193 c56 c16410 ;
NET n194 c56 c30442 ;
NET n195 c6959 c55 ;
NET n196 c55 c56 ;
NET n197 c59502 c35302 ;
NET n198 c6432 c58 ;
NET n199 c27855 c57 ;
NET n200 c57 c59502 ;
NET n201 c58 c59502 ;
NET n202 c47778 c32140 ;
NET n203 c47778 c60442 ;
NET n204 c6164 c14424 ;
NET n205 c14424 c47778 ;
NET n206 c4037 c61 ;
NET n207 c12735 c66653 ;
NET n208 c12735 c9644 ;
NET n209 c12735 c38809 ;
NET n210 c28748 c59 ;
NET n211 c52278 c55986 ;
NET n212 c9658 c23817 ;
NET n213 c23817 c59 ;
NET n214 c23817 c12735 ;
NET n215 c23817 c60 ;
NET n216 c23817 c55986 ;
NET n217 c23817 c61 ;
NET n218 c20121 c4976 ;
NET n219 c4297 c62 ;
NET n220 c63 c58880 ;
NET n221 c63 c20292 ;
NET n222 c62 c63 ;
NET n223 c4976 c63 ;
NET n224 c64 c56871 ;
NET n225 c64 c59231 ;
NET n226 c64 c12919 ;
NET n227 c50220 c1626 ;
NET n228 c1626 c64 ;
NET n229 c34779 c65 ;
NET n230 c57143 c5103 ;
NET n231 c66 c50406 ;
NET n232 c66 c33182 ;
NET n233 c5103 c66 ;
NET n234 c65 c66 ;
NET n235 c67 c53647 ;
NET n236 c67 c31097 ;
NET n237 c61853 c4987 ;
NET n238 c4987 c67 ;
NET n239 c68 c44325 ;
NET n240 c1357 c21950 ;
NET n241 c23036 c53557 ;
NET n242 c53557 c68 ;
NET n243 c21950 c68 ;
NET n244 c49298 c69 ;
NET n245 c32764 c56269 ;
NET n246 c57385 c3542 ;
NET n247 c57385 c49439 ;
NET n248 c57385 c60174 ;
NET n249 c57385 c22975 ;
NET n250 c56269 c57385 ;
NET n251 c69 c57385 ;
NET n252 c19969 c1728 ;
NET n253 c19969 c5964 ;
NET n254 c19969 c39897 ;
NET n255 c29362 c70 ;
NET n256 c70 c19969 ;
NET n257 c34528 c5556 ;
NET n258 c34528 c48767 ;
NET n259 c34528 c30447 ;
NET n260 c34528 c39987 ;
NET n261 c34528 c8605 ;
NET n262 c34528 c36657 ;
NET n263 c32958 c17058 ;
NET n264 c17058 c34528 ;
NET n265 c72 c577 ;
NET n266 c72 c29472 ;
NET n267 c72 c43638 ;
NET n268 c10835 c5153 ;
NET n269 c188 c71 ;
NET n270 c71 c72 ;
NET n271 c5153 c72 ;
NET n272 c40754 c24042 ;
NET n273 c66690 c73 ;
NET n274 c74 c48831 ;
NET n275 c24042 c74 ;
NET n276 c73 c74 ;
NET n277 c6254 c40775 ;
NET n278 c21970 c44277 ;
NET n279 c75 c51215 ;
NET n280 c40775 c75 ;
NET n281 c44277 c75 ;
NET n282 c26261 c35340 ;
NET n283 c65913 c76 ;
NET n284 c77 c26618 ;
NET n285 c77 c55955 ;
NET n286 c35340 c77 ;
NET n287 c76 c77 ;
NET n288 c59350 c78 ;
NET n289 c37503 c79 ;
NET n290 c80 c52920 ;
NET n291 c78 c80 ;
NET n292 c79 c80 ;
NET n293 c11499 c83 ;
NET n294 c30041 c82 ;
NET n295 c27758 c81 ;
NET n296 c84 c22585 ;
NET n297 c82 c84 ;
NET n298 c81 c84 ;
NET n299 c83 c84 ;
NET n300 c65357 c85 ;
NET n301 c55381 c86 ;
NET n302 c615 c3007 ;
NET n303 c615 c44768 ;
NET n304 c85 c615 ;
NET n305 c86 c615 ;
NET n306 c38764 c87 ;
NET n307 c88 c18492 ;
NET n308 c87 c88 ;
NET n309 c9778 c66092 ;
NET n310 c9778 c8498 ;
NET n311 c9778 c12305 ;
NET n312 c24785 c89 ;
NET n313 c89 c9778 ;
NET n314 c36955 c13769 ;
NET n315 c90 c40060 ;
NET n316 c13769 c90 ;
NET n317 c58354 c91 ;
NET n318 c92 c34306 ;
NET n319 c92 c56212 ;
NET n320 c92 c56821 ;
NET n321 c6573 c93 ;
NET n322 c91 c92 ;
NET n323 c93 c92 ;
NET n324 c45353 c59789 ;
NET n325 c45353 c57455 ;
NET n326 c45353 c45611 ;
NET n327 c53144 c94 ;
NET n328 c94 c45353 ;
NET n329 c23413 c52745 ;
NET n330 c25238 c95 ;
NET n331 c61949 c28113 ;
NET n332 c61949 c59419 ;
NET n333 c61949 c9664 ;
NET n334 c52745 c61949 ;
NET n335 c95 c61949 ;
NET n336 c31813 c97 ;
NET n337 c43009 c96 ;
NET n338 c98 c6399 ;
NET n339 c98 c59331 ;
NET n340 c96 c98 ;
NET n341 c97 c98 ;
NET n342 c54442 c99 ;
NET n343 c30170 c539 ;
NET n344 c100 c5665 ;
NET n345 c8973 c45120 ;
NET n346 c13041 c4571 ;
NET n347 c4571 c100 ;
NET n348 c45120 c100 ;
NET n349 c539 c100 ;
NET n350 c99 c100 ;
NET n351 c9197 c102 ;
NET n352 c103 c9966 ;
NET n353 c34672 c45897 ;
NET n354 c40036 c101 ;
NET n355 c102 c103 ;
NET n356 c101 c103 ;
NET n357 c45897 c103 ;
NET n358 c55410 c104 ;
NET n359 c105 c18161 ;
NET n360 c105 c9453 ;
NET n361 c105 c12523 ;
NET n362 c105 c44282 ;
NET n363 c104 c105 ;
NET n364 c37144 c106 ;
NET n365 c32553 c32015 ;
NET n366 c106 c32553 ;
NET n367 c22725 c107 ;
NET n368 c31894 c46078 ;
NET n369 c39771 c44883 ;
NET n370 c39771 c31901 ;
NET n371 c39771 c39151 ;
NET n372 c46078 c39771 ;
NET n373 c107 c39771 ;
NET n374 c21013 c24184 ;
NET n375 c55830 c110 ;
NET n376 c43541 c108 ;
NET n377 c41482 c109 ;
NET n378 c110 c21013 ;
NET n379 c108 c21013 ;
NET n380 c109 c21013 ;
NET n381 c58732 c111 ;
NET n382 c22245 c112 ;
NET n383 c113 c10944 ;
NET n384 c111 c113 ;
NET n385 c112 c113 ;
NET n386 c55636 c114 ;
NET n387 c52561 c11655 ;
NET n388 c52561 c34925 ;
NET n389 c114 c52561 ;
NET n390 c50880 c64448 ;
NET n391 c33521 c115 ;
NET n392 c40359 c28849 ;
NET n393 c40359 c45710 ;
NET n394 c40359 c19342 ;
NET n395 c115 c40359 ;
NET n396 c64448 c40359 ;
NET n397 c6770 c25566 ;
NET n398 c61326 c4035 ;
NET n399 c49055 c57707 ;
NET n400 c6267 c21167 ;
NET n401 c46343 c46926 ;
NET n402 c57707 c61326 ;
NET n403 c25566 c61326 ;
NET n404 c46926 c61326 ;
NET n405 c21167 c61326 ;
NET n406 c36347 c117 ;
NET n407 c49441 c116 ;
NET n408 c118 c58056 ;
NET n409 c118 c26702 ;
NET n410 c118 c14059 ;
NET n411 c116 c118 ;
NET n412 c117 c118 ;
NET n413 c8286 c119 ;
NET n414 c120 c5801 ;
NET n415 c120 c30183 ;
NET n416 c119 c120 ;
NET n417 c122 c18603 ;
NET n418 c122 c43052 ;
NET n419 c7753 c35718 ;
NET n420 c20212 c121 ;
NET n421 c35718 c122 ;
NET n422 c121 c122 ;
NET n423 c7723 c41600 ;
NET n424 c28488 c54752 ;
NET n425 c6521 c65997 ;
NET n426 c12002 c4390 ;
NET n427 c47243 c123 ;
NET n428 c123 c28488 ;
NET n429 c41600 c28488 ;
NET n430 c4390 c28488 ;
NET n431 c65997 c28488 ;
NET n432 c32266 c907 ;
NET n433 c124 c51432 ;
NET n434 c907 c124 ;
NET n435 c5806 c125 ;
NET n436 c31685 c126 ;
NET n437 c127 c20792 ;
NET n438 c125 c127 ;
NET n439 c126 c127 ;
NET n440 c128 c11304 ;
NET n441 c60879 c22364 ;
NET n442 c22364 c128 ;
NET n443 c373 c63593 ;
NET n444 c8720 c25785 ;
NET n445 c129 c29739 ;
NET n446 c63593 c129 ;
NET n447 c25785 c129 ;
NET n448 c16275 c130 ;
NET n449 c48581 c61967 ;
NET n450 c131 c36378 ;
NET n451 c131 c37682 ;
NET n452 c131 c28958 ;
NET n453 c61967 c131 ;
NET n454 c130 c131 ;
NET n455 c509 c45517 ;
NET n456 c34283 c132 ;
NET n457 c132 c509 ;
NET n458 c17355 c60164 ;
NET n459 c1049 c133 ;
NET n460 c133 c17355 ;
NET n461 c43435 c25870 ;
NET n462 c43435 c44548 ;
NET n463 c52103 c1271 ;
NET n464 c46734 c7798 ;
NET n465 c1271 c43435 ;
NET n466 c7798 c43435 ;
NET n467 c58336 c134 ;
